"id","class_id","instructor","section_id","section_type","meeting_time","start_time","end_time","location","course_id","day"
1,81574,"Thomas W Hall","002                 ","LEC                 ","08/27/2015 - 12/09/2015","09:30:00","10:50:00","PKH 113",1,"TuTh"
2,81576,"Sharmila Mcdonald","004                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","14:50:00","COBA150",1,"MoWeFr"
3,86708,"William H Wilson","007                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","COBA256",1,"MoWe"
4,90653,"Paige Etheridge Gee","008                 ","LEC                 ","08/27/2015 - 12/09/2015","12:30:00","13:50:00","COBA141",1,"TuTh"
5,81579,"Sharmila Mcdonald","001                 ","LEC                 ","08/27/2015 - 12/09/2015","10:00:00","10:50:00","COBA243",2,"MoWeFr"
6,81580,"Sharmila Mcdonald","002                 ","LEC                 ","08/27/2015 - 12/09/2015","11:00:00","11:50:00","COBA150",2,"MoWeFr"
7,81581,"Sandra H Bitenc","003                 ","LEC                 ","08/27/2015 - 12/09/2015","14:30:00","15:50:00","COBA241",2,"TuTh"
8,81582,"Sandra H Bitenc","004                 ","LEC                 ","08/27/2015 - 12/09/2015","12:30:00","13:50:00","COBA256",2,"TuTh"
9,83361,"Sandra H Bitenc","005                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","20:20:00","COBA150",2,"TuTh"
10,85118,"Donald K Mcconnell","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","19:50:00","COBA138",3,"Th"
11,86337,"Jeffrey J Tsay","004                 ","LEC                 ","08/27/2015 - 12/09/2015","16:00:00","17:20:00","COBA348",4,"MoWe"
12,81587,"Annette Thompson","002                 ","LEC                 ","08/27/2015 - 12/09/2015","16:00:00","17:20:00","COBA147",5,"MoWe"
13,86136,"Annette Thompson","004                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","COBA147",5,"MoWe"
14,87647,"Jennifer Yardley","007                 ","LEC                 ","08/27/2015 - 12/09/2015","09:00:00","11:50:00","COBA256",5,"Sa"
15,81589,"Richard S Mark","001                 ","LEC                 ","08/27/2015 - 12/09/2015","11:00:00","12:20:00","COBA154",6,"TuTh"
16,81590,"Richard S Mark","002                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","COBA138",6,"TuTh"
17,81592,"Thomas W Hall","001                 ","LEC                 ","08/27/2015 - 12/09/2015","13:00:00","14:20:00","COBA254",7,"TuTh"
18,81593,"Terrance R Skantz","002                 ","LEC                 ","08/27/2015 - 12/09/2015","16:00:00","17:20:00","COBA150",7,"MoWe"
19,89542,"Stanley Fredrick Seat","006                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","PKH 103",8,"TuTh"
20,81596,"Stephanie J Rasmussen","001                 ","LEC                 ","08/27/2015 - 12/09/2015","09:30:00","10:50:00","PKH 103",9,"TuTh"
21,81597,"Stephanie J Rasmussen","002                 ","LEC                 ","08/27/2015 - 12/09/2015","12:30:00","13:50:00","COBA149",9,"TuTh"
22,90092,"Michael Wesley Prachyl","003                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","20:20:00","LS  424",9,"TuTh"
23,84316,"Galen D Carpenter","001                 ","LEC                 ","08/27/2015 - 12/09/2015","11:00:00","12:20:00","COBA251",10,"TuTh"
24,81598,"Donald K Mcconnell","001                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","COBA151",11,"TuTh"
25,83362,"Billy Brewster","002                 ","LEC                 ","08/27/2015 - 12/09/2015","09:30:00","10:50:00","GACB105",11,"TuTh"
26,83578,"Sandra H Bitenc","001                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","COBA150",12,"TuTh"
27,90286,"Staff","018                 ","IND                 ","TBA",,,"TBA",13,"TBA"
28,81599,"Terra C Mcghee","001                 ","PRA                 ","08/27/2015 - 12/09/2015",,,"TBA",14,"TBA"
29,84658,"Donald K Mcconnell","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","19:50:00","COBA138",15,"Th"
30,90844,"Terra C Mcghee","001                 ","PRA                 ","08/27/2015 - 12/09/2015",,,"TBA",16,"TBA"
31,81600,"Gene B Elrod","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA150",17,"Mo"
32,89543,"Gene B Elrod","002                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA138",17,"We"
33,85696,"Martin E Taylor Staff","020                 ","LEC                 ","11/09/2015 - 12/14/2015 11/09/2015 - 12/14/2015","18:00:00","22:00:00","UTASF114 UTASF114",17,"Mo"
34,81601,"Melanie W Mcgee","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA154",18,"Mo"
35,85697,"Martin E Taylor Staff","020                 ","LEC                 ","08/29/2015 - 10/03/2015 08/29/2015 - 10/03/2015","18:00:00","22:00:00","UTASF113 UTASF113",18,"Mo"
36,87523,"Ramgopal Venkataraman","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","ERB 129",19,"Th"
37,89628,"Ramgopal Venkataraman","002                 ","LEC                 ","08/27/2015 - 12/09/2015","11:00:00","13:50:00","SH  324",19,"Th"
38,90456,"Ramgopal Venkataraman","003                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",19,"TBA"
39,90459,"Ramgopal Venkataraman","004                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",19,"TBA"
40,81602,"Gene B Elrod","001                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","COBA138",20,"MoWe"
41,81603,"Bethane J Hall","001                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","COBA152",21,"TuTh"
42,81604,"Jeffrey J Tsay","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","20:20:00","COBA243",22,"MoWe"
43,85938,"Billy Brewster","001                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","TH  204",23,"TuTh"
44,85937,"Sandra C Henderson","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","PKH 205",24,"Tu"
45,81605,"Donald K Mcconnell","001                 ","SEM                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","PKH 109",25,"Tu"
46,81606,"Terrance R Skantz","001                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","COBA150",26,"MoWe"
47,84657,"Martin E Taylor","001                 ","SEM                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA349",27,"We"
48,81607,"Gene B Elrod","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA152",28,"Th"
49,81608,"Sandra C Henderson","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA339",29,"Th"
50,81609,"John S Repsis","001                 ","SEM                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA140",30,"Mo"
51,81610,"John S Repsis","001                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","PKH 105",31,"MoWe"
52,81611,"Bethane J Hall","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA152",32,"Tu"
53,83560,"Stephen Douglas Willey","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA154",33,"We"
54,85102,"Jeff Matthews","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA141",34,"Mo"
55,81612,"Richard S Mark","001                 ","LEC                 ","08/27/2015 - 12/09/2015","19:00:00","21:50:00","COBA153",35,"Tu"
56,81613,"Terra C Mcghee","001                 ","PRA                 ","08/27/2015 - 12/09/2015",,,"TBA",36,"TBA"
57,88843,"Bin Srinidhi","018                 ","SEM                 ","08/27/2015 - 12/09/2015","14:00:00","16:50:00","COBA243",37,"We"
58,89629,"Ramgopal Venkataraman","004                 ","SEM                 ","08/27/2015 - 12/09/2015","14:00:00","16:50:00","COBA239",38,"Mo"
59,90546,"Raghu Venugopalan","017                 ","SEM                 ","08/27/2015 - 12/09/2015","14:00:00","16:50:00","UH  321",38,"Tu"
60,81527,"Gina Mceuen","001                 ","LEC                 ","08/27/2015 - 12/09/2015","09:30:00","10:50:00","FA  411",1,"TuTh"
61,81528,"Gina Mceuen","002                 ","LEC                 ","08/27/2015 - 12/09/2015","12:30:00","13:50:00","FA  411",1,"TuTh"
62,81529,"Tom L Ingram","002                 ","LEC                 ","08/27/2015 - 12/09/2015","11:00:00","12:20:00","FA  409",2,"TuTh"
63,81531,"George Hines Weems","001                 ","LEC                 ","08/27/2015 - 12/09/2015","09:30:00","10:50:00","FA  409",3,"TuTh"
64,81532,"George Hines Weems","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","FA  404",4,"MoWe"
65,81533,"Tom L Ingram","002                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","FA  409",4,"MoWe"
66,90832,"George Hines Weems","017                 ","PRA                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
67,82792,"Ashfaq Adnan","001                 ","SEM                 ","08/27/2015 - 12/09/2015","14:00:00","14:50:00","WH  402",1,"Fr"
68,84989,"Ashfaq Adnan","002                 ","SEM                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",1,"TBA"
69,88684,"Ashfaq Adnan","003                 ","SEM                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",1,"TBA"
70,89814,"Wen S Chan","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",2,"TBA"
71,90093,"Luca Maddalena","037                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",2,"TBA"
72,85659,"Haiying Huang","006                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","WH  308",3,"TuTh"
73,82794,"Atilla Dogan","001                 ","LEC                 ","08/27/2015 - 12/09/2015","11:00:00","12:20:00","GS  104",4,"TuTh"
74,84990,"Atilla Dogan","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",4,"TBA"
75,84991,"David A Hullender","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",5,"TBA"
76,82811,"Bo P Wang","001                 ","LEC                 ","08/27/2015 - 12/09/2015","09:30:00","10:50:00","UH  115",6,"TuTh"
77,88366,"Dragos S Dancila","004                 ","LEC                 ","08/27/2015 - 12/09/2015","17:30:00","18:50:00","WH  311",6,"MoWe"
78,82796,"Fabrizio Vergine","001                 ","LEC                 ","08/27/2015 - 12/09/2015","13:00:00","13:50:00","WH  404",7,"MoWeFr"
79,82797,"Wen S Chan","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","NH  202",8,"TuTh"
80,84994,"Wen S Chan","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",8,"TBA"
81,89167,"Bo P Wang","001                 ","LEC                 ","08/27/2015 - 12/09/2015","12:30:00","13:50:00","WH  221",9,"TuTh"
82,87066,"Brian Thomas Van Lear","001                 ","LEC                 ","08/27/2015 - 12/09/2015","15:30:00","16:50:00","WH  311",10,"TuTh"
83,82798,"Brian Dennis","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","NH  111",11,"TuTh"
84,84995,"Brian Dennis","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",11,"TBA"
85,89385,"Kamesh Subbarao","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","WH  210",12,"TuTh"
86,89386,"Kamesh Subbarao","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",12,"TBA"
87,87914,"Dudley Edington Smith","001                 ","LEC                 ","08/27/2015 - 12/09/2015","10:00:00","10:50:00","ERB 129",13,"MoWeFr"
88,88595,"Dudley Edington Smith","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",13,"TBA"
89,87378,"Atilla Dogan,  Kamesh Subbarao","001                 ","LEC                 ","08/27/2015 - 12/09/2015","08:00:00","09:20:00","NH  105",14,"TuTh"
90,89170,"Luca Maddalena","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","WH  221",15,"TuTh"
91,89171,"Luca Maddalena","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"OFF  WEB",15,"TBA"
92,89172,"Dragos S Dancila","001                 ","LEC                 ","08/27/2015 - 12/09/2015","11:00:00","12:20:00","WH  311",16,"TuTh"
93,89816,"Robert M Taylor","050                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",17,"TBA"
94,89574,"Atilla Dogan","007                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",18,"TBA"
95,89933,"Bernd Chudoba","018                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",18,"TBA"
96,89522,"Dragos S Dancila","031                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",18,"TBA"
97,89616,"Ashfaq Adnan","039                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",18,"TBA"
98,89670,"Frank K Lu","016                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",19,"TBA"
99,90528,"Donald R Wilson","025                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",19,"TBA"
100,90869,"Ashfaq Adnan","039                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",19,"TBA"
101,89986,"Bernd Chudoba","018                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",20,"TBA"
102,90422,"Kamesh Subbarao","019                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",20,"TBA"
103,89715,"Donald R Wilson","025                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",20,"TBA"
104,89402,"Luca Maddalena","037                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",20,"TBA"
105,90293,"Ashfaq Adnan","039                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",20,"TBA"
106,90560,"Baxter R Mullins","049                 ","THE                 ","08/27/2015 - 12/09/2015",,,"TBA",20,"TBA"
107,89966,"Andrew V Makeev","040                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",21,"TBA"
108,90839,"Bernd Chudoba","018                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",22,"TBA"
109,90409,"Brian Dennis","013                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",23,"TBA"
110,89841,"Kamesh Subbarao","019                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",23,"TBA"
111,89754,"Luca Maddalena","037                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",23,"TBA"
112,89936,"Andrew V Makeev","040                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",23,"TBA"
113,89678,"Haiying Huang","004                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
114,90742,"Wen S Chan","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
115,89531,"Frank K Lu","016                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
116,89756,"Bernd Chudoba","018                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
117,89464,"Kamesh Subbarao","019                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
118,89823,"Panayiotis S Shiakolas","021                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
119,89703,"Donald R Wilson","025                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
120,90042,"Dragos S Dancila","031                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
121,90583,"Andrew V Makeev","040                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",24,"TBA"
122,90249,"Brian Dennis","013                 ","DTN                 ","08/27/2015 - 12/09/2015",,,"TBA",25,"TBA"
123,89958,"Atilla Dogan","007                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",26,"TBA"
124,89702,"Brian Dennis","013                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",26,"TBA"
125,90220,"Frank K Lu","016                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",26,"TBA"
126,89755,"Bernd Chudoba","018                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",26,"TBA"
127,89704,"Donald R Wilson","025                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",26,"TBA"
128,90679,"Daejong Kim","035                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",26,"TBA"
129,89937,"Andrew V Makeev","040                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",26,"TBA"
130,90123,"Brian Dennis","013                 ","DTN                 ","08/27/2015 - 12/09/2015",,,"TBA",27,"TBA"
131,89753,"Bernd Chudoba","018                 ","DTN                 ","08/27/2015 - 12/09/2015",,,"TBA",27,"TBA"
132,90248,"Kamesh Subbarao","019                 ","DTN                 ","08/27/2015 - 12/09/2015",,,"TBA",27,"TBA"
133,90122,"Kamesh Subbarao","019                 ","DTN                 ","08/27/2015 - 12/09/2015",,,"TBA",28,"TBA"
134,90124,"Kamesh Subbarao","019                 ","DTN                 ","08/27/2015 - 12/09/2015",,,"TBA",29,"TBA"
135,83616,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","14:50:00","TBA",1,"Th"
136,80954,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"TBA",1,"TBA"
137,80953,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","001                 ","LAB                 ","08/27/2015 - 12/09/2015","15:30:00","17:30:00","TBA",2,"Th"
138,80955,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","14:50:00","TBA",3,"Tu"
139,85322,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"TBA",3,"TBA"
140,80956,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","001                 ","LEC                 ","08/27/2015 - 12/09/2015","14:00:00","15:20:00","TBA",4,"TuTh"
141,85323,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
142,80957,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","001                 ","LEC                 ","08/27/2015 - 12/09/2015","12:30:00","13:50:00","TBA",5,"TuTh"
143,85324,"Darin Gregg,  David C Schulwitz,  Patrick C Kerr","002                 ","LEC                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
144,83993,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",1,"TBA"
145,83994,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",1,"TBA"
146,83995,"Staff","003                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",1,"TBA"
147,83996,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",2,"TBA"
148,83997,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",3,"TBA"
149,83998,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",3,"TBA"
150,83999,"Staff","003                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",3,"TBA"
151,84000,"Staff","004                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",3,"TBA"
152,84001,"Staff","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",3,"TBA"
153,84002,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
154,84003,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
155,84004,"Courtney R Bauman","003                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
156,84005,"Staff","004                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
157,84006,"Staff","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
158,84007,"Staff","006                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
159,84008,"Staff","007                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
160,84009,"Staff","008                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
161,84010,"Staff","009                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
162,84011,"Staff","010                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
163,84012,"Staff","011                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
164,84013,"Staff","012                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
165,84014,"Staff","013                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
166,84015,"Staff","014                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
167,84016,"Staff","015                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
168,84017,"Staff","016                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
169,84018,"Staff","017                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
170,84019,"Staff","018                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",4,"TBA"
171,84020,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
172,84021,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
173,84022,"Staff","003                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
174,84023,"Staff","004                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
175,84024,"Staff","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
176,84025,"Staff","006                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",5,"TBA"
177,84026,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",6,"TBA"
178,84027,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",7,"TBA"
179,84028,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
180,84029,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
181,84030,"Staff","003                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
182,84031,"Staff","004                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
183,84032,"Staff","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
184,84033,"Staff","006                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
185,84034,"Staff","007                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
186,84035,"Staff","008                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
187,84036,"Staff","009                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
188,84037,"Staff","010                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
189,84038,"Staff","011                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
190,84039,"Staff","012                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
191,84040,"Staff","013                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
192,84041,"Staff","014                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
193,84042,"Staff","015                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
194,84043,"Staff","016                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
195,84044,"Staff","017                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
196,84045,"Staff","018                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
197,84046,"Staff","019                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
198,84047,"Staff","020                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
199,84048,"Staff","021                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
200,84049,"Staff","022                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
201,84050,"Staff","023                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
202,84051,"Staff","024                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
203,84052,"Staff","025                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",8,"TBA"
204,84054,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",9,"TBA"
205,84055,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",9,"TBA"
206,84056,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
207,84057,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
208,84058,"Staff","003                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
209,84059,"Staff","004                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
210,84060,"Staff","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
211,84061,"Staff","006                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
212,84062,"Staff","007                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
213,84063,"Staff","008                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",10,"TBA"
214,85276,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",11,"TBA"
215,84064,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",12,"TBA"
216,84065,"Staff","001                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
217,84066,"Staff","002                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
218,84067,"Staff","003                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
219,84068,"Staff","004                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
220,84069,"Staff","005                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
221,84070,"Staff","006                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
222,84071,"Staff","007                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
223,84072,"Courtney R Bauman","008                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
224,84073,"Staff","009                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
225,84074,"Staff","010                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
226,84075,"Staff","011                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
227,84076,"Staff","012                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
228,84077,"Staff","013                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
229,84078,"Staff","014                 ","IND                 ","08/27/2015 - 12/09/2015",,,"TBA",13,"TBA"
